Year; Month;  Monthly Anomaly;Monthly Unc.;  Annual Anomaly; Annual Unc.;  Five-year Anomaly; Five-year Unc.; Ten-year  Anomaly; Ten-year Unc.;   Twenty-year Anomaly; Twenty-year Unc.
1896;2;-0.268;0.132;-0.249;0.087;-0.293;0.076;-0.295;0.074;-0.337;0.068
1896;3;-0.456;0.115;-0.237;0.087;-0.294;0.076;-0.293;0.074;-0.336;0.069
1896;4;-0.496;0.132;-0.222;0.088;-0.298;0.076;-0.29;0.074;-0.334;0.069
1896;5;-0.278;0.149;-0.229;0.088;-0.301;0.076;-0.289;0.074;-0.334;0.069
1896;6;-0.14;0.148;-0.222;0.088;-0.301;0.076;-0.288;0.073;-0.333;0.069
1896;7;-0.106;0.161;-0.217;0.088;-0.296;0.076;-0.288;0.074;-0.334;0.069
1896;8;-0.103;0.171;-0.217;0.087;-0.297;0.076;-0.287;0.074;-0.333;0.069
1896;9;-0.187;0.156;-0.203;0.088;-0.298;0.075;-0.287;0.074;-0.332;0.069
1896;10;-0.04;0.134;-0.167;0.088;-0.293;0.076;-0.287;0.074;-0.331;0.069
1896;11;-0.275;0.147;-0.145;0.089;-0.29;0.076;-0.285;0.074;-0.33;0.069
1896;12;-0.092;0.129;-0.147;0.089;-0.289;0.076;-0.287;0.074;-0.329;0.069
1897;1;-0.166;0.167;-0.154;0.09;-0.289;0.076;-0.287;0.075;-0.327;0.069
1897;2;-0.272;0.124;-0.162;0.09;-0.287;0.077;-0.286;0.075;-0.327;0.069
1897;3;-0.284;0.125;-0.167;0.09;-0.283;0.077;-0.286;0.075;-0.326;0.07
1897;4;-0.062;0.132;-0.181;0.089;-0.281;0.077;-0.284;0.075;-0.325;0.07
1897;5;-0.014;0.154;-0.184;0.088;-0.274;0.077;-0.284;0.075;-0.326;0.07
1897;6;-0.163;0.14;-0.197;0.088;-0.273;0.077;-0.285;0.075;-0.326;0.07
1897;7;-0.186;0.171;-0.197;0.087;-0.272;0.078;-0.284;0.075;-0.326;0.07
1897;8;-0.203;0.169;-0.215;0.089;-0.265;0.078;-0.283;0.075;-0.326;0.07
1897;9;-0.25;0.147;-0.244;0.089;-0.258;0.078;-0.283;0.075;-0.326;0.07
1897;10;-0.2;0.141;-0.273;0.089;-0.255;0.078;-0.284;0.075;-0.325;0.07
1897;11;-0.32;0.134;-0.308;0.088;-0.251;0.079;-0.282;0.075;-0.325;0.07
1897;12;-0.246;0.158;-0.314;0.088;-0.249;0.078;-0.282;0.075;-0.326;0.07
1898;1;-0.161;0.146;-0.327;0.088;-0.248;0.078;-0.277;0.076;-0.326;0.07
1898;2;-0.494;0.143;-0.341;0.088;-0.247;0.078;-0.273;0.075;-0.325;0.07
1898;3;-0.632;0.131;-0.354;0.088;-0.243;0.078;-0.273;0.075;-0.325;0.07
1898;4;-0.406;0.134;-0.377;0.088;-0.239;0.078;-0.275;0.075;-0.326;0.07
1898;5;-0.429;0.151;-0.396;0.09;-0.239;0.079;-0.275;0.075;-0.326;0.071
1898;6;-0.235;0.16;-0.41;0.091;-0.238;0.079;-0.277;0.075;-0.326;0.071
1898;7;-0.349;0.176;-0.413;0.092;-0.239;0.079;-0.28;0.075;-0.326;0.071
1898;8;-0.368;0.173;-0.412;0.089;-0.236;0.079;-0.282;0.075;-0.327;0.071
1898;9;-0.403;0.151;-0.395;0.091;-0.229;0.08;-0.285;0.075;-0.327;0.071
1898;10;-0.482;0.133;-0.379;0.096;-0.221;0.08;-0.287;0.076;-0.329;0.071
1898;11;-0.552;0.118;-0.361;0.097;-0.22;0.08;-0.289;0.076;-0.331;0.071
1898;12;-0.402;0.135;-0.373;0.098;-0.221;0.08;-0.29;0.076;-0.333;0.071
1899;1;-0.206;0.125;-0.367;0.099;-0.224;0.08;-0.291;0.076;-0.335;0.071
1899;2;-0.481;0.119;-0.35;0.102;-0.225;0.08;-0.293;0.076;-0.338;0.071
1899;3;-0.43;0.129;-0.326;0.103;-0.227;0.081;-0.294;0.076;-0.341;0.071
1899;4;-0.214;0.171;-0.293;0.103;-0.231;0.081;-0.295;0.076;-0.344;0.071
1899;5;-0.214;0.16;-0.246;0.103;-0.232;0.081;-0.296;0.076;-0.345;0.071
1899;6;-0.371;0.165;-0.235;0.103;-0.235;0.081;-0.297;0.076;-0.346;0.071
1899;7;-0.276;0.183;-0.252;0.102;-0.237;0.082;-0.299;0.076;-0.348;0.071
1899;8;-0.167;0.192;-0.212;0.105;-0.233;0.082;-0.301;0.076;-0.348;0.071
1899;9;-0.116;0.159;-0.176;0.105;-0.235;0.082;-0.303;0.076;-0.349;0.071
1899;10;-0.081;0.137;-0.168;0.102;-0.24;0.083;-0.305;0.076;-0.349;0.071
1899;11;0.009;0.126;-0.156;0.102;-0.246;0.083;-0.304;0.076;-0.349;0.071
1899;12;-0.273;0.133;-0.138;0.099;-0.249;0.083;-0.305;0.076;-0.35;0.071
1900;1;-0.41;0.129;-0.13;0.098;-0.251;0.083;-0.304;0.076;-0.349;0.071
1900;2;-0.002;0.14;-0.131;0.095;-0.254;0.083;-0.305;0.076;-0.35;0.071
1900;3;0.009;0.132;-0.133;0.094;-0.256;0.083;-0.304;0.076;-0.349;0.071
1900;4;-0.121;0.146;-0.122;0.094;-0.26;0.084;-0.305;0.076;-0.35;0.07
1900;5;-0.072;0.159;-0.141;0.095;-0.264;0.084;-0.305;0.076;-0.349;0.07
1900;6;-0.154;0.138;-0.129;0.094;-0.268;0.085;-0.305;0.076;-0.349;0.07
1900;7;-0.181;0.166;-0.118;0.094;-0.27;0.085;-0.307;0.076;-0.349;0.07
1900;8;-0.179;0.167;-0.124;0.095;-0.264;0.084;-0.306;0.076;-0.348;0.07
1900;9;-0.136;0.145;-0.126;0.095;-0.259;0.084;-0.307;0.076;-0.348;0.07
1900;10;0.041;0.129;-0.12;0.095;-0.26;0.084;-0.307;0.076;-0.349;0.07
1900;11;-0.215;0.122;-0.128;0.093;-0.261;0.084;-0.307;0.076;-0.349;0.07
1900;12;-0.125;0.131;-0.135;0.093;-0.266;0.083;-0.308;0.076;-0.35;0.07
1901;1;-0.277;0.132;-0.142;0.093;-0.268;0.083;-0.309;0.076;-0.351;0.07
1901;2;-0.081;0.147;-0.144;0.094;-0.272;0.083;-0.31;0.076;-0.351;0.07
1901;3;-0.018;0.12;-0.156;0.095;-0.275;0.082;-0.307;0.077;-0.353;0.07
1901;4;-0.04;0.137;-0.184;0.096;-0.277;0.082;-0.303;0.077;-0.353;0.07
1901;5;-0.169;0.146;-0.192;0.098;-0.277;0.082;-0.303;0.077;-0.354;0.07
1901;6;-0.236;0.136;-0.203;0.1;-0.279;0.082;-0.304;0.077;-0.355;0.07
1901;7;-0.268;0.167;-0.204;0.099;-0.286;0.082;-0.306;0.077;-0.356;0.07
1901;8;-0.198;0.175;-0.203;0.096;-0.29;0.082;-0.308;0.077;-0.356;0.07
1901;9;-0.289;0.154;-0.234;0.097;-0.291;0.082;-0.309;0.077;-0.357;0.07
1901;10;-0.293;0.14;-0.258;0.097;-0.296;0.081;-0.31;0.077;-0.357;0.069
1901;11;-0.31;0.14;-0.276;0.098;-0.302;0.081;-0.311;0.077;-0.356;0.069
1901;12;-0.259;0.152;-0.287;0.098;-0.304;0.081;-0.312;0.077;-0.357;0.069
1902;1;-0.283;0.123;-0.291;0.098;-0.309;0.081;-0.314;0.077;-0.357;0.069
1902;2;-0.075;0.116;-0.304;0.097;-0.315;0.08;-0.316;0.078;-0.357;0.069
1902;3;-0.391;0.125;-0.312;0.096;-0.323;0.08;-0.316;0.078;-0.357;0.069
1902;4;-0.326;0.142;-0.323;0.096;-0.33;0.08;-0.318;0.078;-0.356;0.069
1902;5;-0.388;0.153;-0.344;0.094;-0.335;0.08;-0.323;0.078;-0.355;0.069
1902;6;-0.361;0.142;-0.364;0.093;-0.336;0.08;-0.325;0.077;-0.355;0.069
1902;7;-0.321;0.167;-0.362;0.092;-0.335;0.079;-0.327;0.078;-0.355;0.069
1902;8;-0.354;0.172;-0.369;0.091;-0.345;0.079;-0.329;0.078;-0.356;0.069
1902;9;-0.378;0.155;-0.362;0.089;-0.35;0.079;-0.33;0.078;-0.357;0.069
1902;10;-0.425;0.139;-0.376;0.088;-0.355;0.079;-0.331;0.078;-0.358;0.069
1902;11;-0.562;0.13;-0.383;0.087;-0.358;0.079;-0.333;0.078;-0.357;0.068
1902;12;-0.509;0.126;-0.399;0.086;-0.362;0.079;-0.334;0.078;-0.357;0.068
1903;1;-0.257;0.117;-0.412;0.086;-0.365;0.079;-0.337;0.078;-0.356;0.068
1903;2;-0.159;0.122;-0.43;0.085;-0.366;0.079;-0.335;0.078;-0.355;0.068
1903;3;-0.302;0.109;-0.45;0.084;-0.37;0.079;-0.335;0.078;-0.356;0.068
1903;4;-0.499;0.125;-0.462;0.084;-0.376;0.079;-0.335;0.078;-0.356;0.068
1903;5;-0.468;0.138;-0.462;0.084;-0.375;0.079;-0.334;0.078;-0.356;0.068
1903;6;-0.558;0.125;-0.463;0.084;-0.378;0.079;-0.335;0.077;-0.357;0.068
1903;7;-0.474;0.162;-0.497;0.084;-0.379;0.079;-0.335;0.077;-0.358;0.068
1903;8;-0.568;0.163;-0.539;0.085;-0.383;0.079;-0.336;0.077;-0.358;0.068
1903;9;-0.624;0.141;-0.555;0.086;-0.385;0.079;-0.336;0.077;-0.358;0.068
1903;10;-0.563;0.128;-0.56;0.086;-0.385;0.079;-0.336;0.077;-0.359;0.068
1903;11;-0.566;0.121;-0.566;0.087;-0.387;0.079;-0.337;0.077;-0.359;0.068
1903;12;-0.523;0.125;-0.564;0.089;-0.387;0.08;-0.338;0.076;-0.357;0.068
1904;1;-0.657;0.115;-0.57;0.089;-0.388;0.08;-0.343;0.076;-0.355;0.067
1904;2;-0.666;0.117;-0.565;0.091;-0.39;0.08;-0.343;0.076;-0.354;0.067
1904;3;-0.5;0.12;-0.564;0.092;-0.391;0.08;-0.344;0.076;-0.354;0.067
1904;4;-0.548;0.131;-0.558;0.093;-0.389;0.08;-0.347;0.076;-0.353;0.067
1904;5;-0.551;0.149;-0.536;0.091;-0.39;0.08;-0.35;0.076;-0.352;0.067
1904;6;-0.524;0.139;-0.52;0.09;-0.388;0.079;-0.351;0.076;-0.351;0.067
1904;7;-0.546;0.166;-0.494;0.089;-0.391;0.079;-0.353;0.075;-0.351;0.067
1904;8;-0.513;0.17;-0.49;0.09;-0.399;0.08;-0.354;0.075;-0.351;0.067
1904;9;-0.612;0.147;-0.474;0.09;-0.397;0.08;-0.357;0.075;-0.351;0.067
1904;10;-0.494;0.139;-0.459;0.09;-0.397;0.08;-0.36;0.075;-0.35;0.067
1904;11;-0.297;0.118;-0.439;0.09;-0.399;0.08;-0.364;0.075;-0.349;0.067
1904;12;-0.333;0.119;-0.424;0.089;-0.401;0.08;-0.366;0.075;-0.348;0.067
1905;1;-0.345;0.114;-0.409;0.088;-0.403;0.08;-0.365;0.074;-0.347;0.067
1905;2;-0.613;0.121;-0.389;0.088;-0.404;0.08;-0.369;0.074;-0.346;0.067
1905;3;-0.31;0.111;-0.367;0.088;-0.405;0.08;-0.374;0.074;-0.344;0.067
1905;4;-0.375;0.143;-0.352;0.087;-0.402;0.08;-0.377;0.074;-0.342;0.067
1905;5;-0.301;0.145;-0.343;0.087;-0.402;0.08;-0.379;0.074;-0.341;0.067
1905;6;-0.343;0.135;-0.338;0.088;-0.401;0.08;-0.381;0.073;-0.341;0.067
1905;7;-0.366;0.166;-0.338;0.089;-0.403;0.08;-0.383;0.073;-0.341;0.066
1905;8;-0.283;0.171;-0.314;0.091;-0.405;0.08;-0.385;0.073;-0.34;0.066
1905;9;-0.349;0.145;-0.299;0.092;-0.41;0.08;-0.388;0.073;-0.339;0.066
1905;10;-0.311;0.131;-0.271;0.092;-0.41;0.08;-0.391;0.072;-0.34;0.066
1905;11;-0.189;0.119;-0.27;0.093;-0.407;0.08;-0.395;0.072;-0.339;0.066
1905;12;-0.273;0.12;-0.263;0.094;-0.404;0.08;-0.4;0.072;-0.34;0.066
1906;1;-0.34;0.13;-0.261;0.094;-0.402;0.079;-0.403;0.072;-0.34;0.066
1906;2;-0.331;0.132;-0.261;0.094;-0.4;0.079;-0.408;0.072;-0.339;0.066
1906;3;-0.125;0.118;-0.26;0.096;-0.396;0.079;-0.413;0.071;-0.339;0.066
1906;4;-0.04;0.153;-0.249;0.097;-0.395;0.079;-0.416;0.071;-0.338;0.066
1906;5;-0.292;0.162;-0.267;0.099;-0.397;0.079;-0.419;0.071;-0.338;0.066
1906;6;-0.259;0.143;-0.256;0.1;-0.397;0.078;-0.422;0.071;-0.339;0.066
1906;7;-0.336;0.167;-0.262;0.099;-0.399;0.078;-0.424;0.071;-0.34;0.066
1906;8;-0.281;0.171;-0.281;0.097;-0.396;0.078;-0.426;0.07;-0.341;0.065
1906;9;-0.338;0.148;-0.294;0.098;-0.398;0.078;-0.427;0.07;-0.342;0.065
1906;10;-0.181;0.136;-0.32;0.097;-0.398;0.078;-0.427;0.07;-0.344;0.065
1906;11;-0.403;0.132;-0.339;0.095;-0.397;0.077;-0.427;0.069;-0.345;0.065
1906;12;-0.15;0.135;-0.358;0.094;-0.397;0.077;-0.427;0.069;-0.348;0.065
1907;1;-0.408;0.12;-0.365;0.093;-0.396;0.077;-0.427;0.069;-0.35;0.065
1907;2;-0.556;0.115;-0.377;0.093;-0.393;0.076;-0.428;0.069;-0.352;0.065
1907;3;-0.281;0.126;-0.383;0.092;-0.391;0.076;-0.429;0.068;-0.353;0.065
1907;4;-0.351;0.138;-0.388;0.091;-0.391;0.075;-0.427;0.068;-0.355;0.065
1907;5;-0.519;0.141;-0.4;0.09;-0.393;0.076;-0.426;0.068;-0.357;0.065
1907;6;-0.485;0.132;-0.426;0.091;-0.395;0.076;-0.425;0.068;-0.359;0.065
1907;7;-0.423;0.164;-0.426;0.089;-0.396;0.076;-0.427;0.068;-0.359;0.065
1907;8;-0.431;0.17;-0.403;0.087;-0.394;0.075;-0.428;0.068;-0.36;0.065
1907;9;-0.408;0.141;-0.43;0.086;-0.398;0.075;-0.431;0.067;-0.36;0.065
1907;10;-0.237;0.127;-0.441;0.083;-0.399;0.075;-0.433;0.067;-0.362;0.065
1907;11;-0.548;0.123;-0.423;0.083;-0.399;0.074;-0.432;0.067;-0.362;0.065
1907;12;-0.46;0.119;-0.41;0.082;-0.401;0.074;-0.432;0.067;-0.364;0.065
1908;1;-0.416;0.108;-0.406;0.081;-0.402;0.073;-0.434;0.067;-0.366;0.065
1908;2;-0.278;0.102;-0.41;0.08;-0.404;0.073;-0.437;0.067;-0.366;0.065
1908;3;-0.598;0.107;-0.407;0.079;-0.405;0.073;-0.438;0.067;-0.365;0.064
1908;4;-0.485;0.118;-0.427;0.078;-0.406;0.072;-0.437;0.067;-0.366;0.065
1908;5;-0.303;0.143;-0.438;0.077;-0.414;0.072;-0.437;0.067;-0.366;0.065
1908;6;-0.335;0.126;-0.447;0.076;-0.422;0.072;-0.436;0.067;-0.366;0.064
1908;7;-0.368;0.156;-0.476;0.076;-0.427;0.071;-0.436;0.066;-0.366;0.064
1908;8;-0.487;0.167;-0.494;0.076;-0.432;0.07;-0.434;0.066;-0.366;0.064
1908;9;-0.37;0.133;-0.492;0.076;-0.44;0.07;-0.432;0.066;-0.366;0.064
1908;10;-0.48;0.123;-0.498;0.077;-0.448;0.069;-0.43;0.066;-0.364;0.064
1908;11;-0.671;0.11;-0.516;0.076;-0.452;0.069;-0.428;0.066;-0.362;0.064
1908;12;-0.567;0.107;-0.529;0.077;-0.456;0.068;-0.424;0.066;-0.362;0.064
1909;1;-0.769;0.116;-0.541;0.077;-0.459;0.068;-0.418;0.065;-0.362;0.064
1909;2;-0.491;0.111;-0.53;0.077;-0.462;0.067;-0.415;0.065;-0.361;0.064
1909;3;-0.573;0.117;-0.539;0.077;-0.464;0.067;-0.413;0.065;-0.36;0.064
1909;4;-0.558;0.13;-0.537;0.079;-0.465;0.066;-0.411;0.065;-0.36;0.064
1909;5;-0.518;0.14;-0.516;0.081;-0.464;0.066;-0.409;0.065;-0.36;0.064
1909;6;-0.492;0.132;-0.509;0.082;-0.466;0.065;-0.406;0.065;-0.36;0.064
1909;7;-0.519;0.159;-0.478;0.081;-0.463;0.065;-0.404;0.065;-0.36;0.064
1909;8;-0.351;0.161;-0.477;0.08;-0.458;0.064;-0.402;0.064;-0.36;0.064
1909;9;-0.48;0.135;-0.474;0.079;-0.46;0.064;-0.399;0.064;-0.361;0.064
1909;10;-0.455;0.12;-0.464;0.078;-0.457;0.064;-0.395;0.064;-0.362;0.064
1909;11;-0.416;0.124;-0.45;0.077;-0.453;0.063;-0.394;0.064;-0.364;0.064
1909;12;-0.49;0.122;-0.444;0.076;-0.448;0.063;-0.391;0.064;-0.365;0.064
1910;1;-0.396;0.099;-0.436;0.075;-0.45;0.063;-0.39;0.064;-0.364;0.064
1910;2;-0.475;0.105;-0.44;0.075;-0.452;0.063;-0.386;0.064;-0.365;0.064
1910;3;-0.538;0.1;-0.436;0.075;-0.457;0.063;-0.384;0.064;-0.366;0.064
1910;4;-0.437;0.122;-0.431;0.074;-0.464;0.063;-0.38;0.064;-0.366;0.064
1910;5;-0.35;0.14;-0.449;0.072;-0.463;0.063;-0.377;0.064;-0.367;0.064
1910;6;-0.418;0.125;-0.47;0.071;-0.463;0.063;-0.376;0.064;-0.367;0.064
1910;7;-0.423;0.154;-0.493;0.071;-0.465;0.062;-0.375;0.064;-0.367;0.064
1910;8;-0.405;0.161;-0.507;0.071;-0.469;0.063;-0.373;0.063;-0.368;0.064
1910;9;-0.434;0.132;-0.513;0.072;-0.467;0.062;-0.372;0.063;-0.368;0.064
1910;10;-0.392;0.107;-0.518;0.073;-0.464;0.063;-0.372;0.063;-0.369;0.064
1910;11;-0.63;0.105;-0.533;0.073;-0.466;0.063;-0.372;0.063;-0.369;0.064
1910;12;-0.737;0.099;-0.54;0.073;-0.468;0.062;-0.371;0.063;-0.37;0.064
1911;1;-0.677;0.105;-0.546;0.073;-0.469;0.062;-0.37;0.063;-0.37;0.064
1911;2;-0.643;0.111;-0.55;0.073;-0.467;0.062;-0.369;0.063;-0.37;0.064
1911;3;-0.613;0.118;-0.555;0.075;-0.468;0.062;-0.37;0.063;-0.371;0.064
1911;4;-0.492;0.137;-0.544;0.075;-0.466;0.063;-0.373;0.062;-0.372;0.064
1911;5;-0.529;0.14;-0.518;0.075;-0.46;0.063;-0.373;0.062;-0.373;0.064
1911;6;-0.509;0.126;-0.48;0.076;-0.45;0.063;-0.374;0.062;-0.373;0.064
1911;7;-0.485;0.154;-0.442;0.074;-0.438;0.063;-0.374;0.062;-0.372;0.064
1911;8;-0.464;0.16;-0.408;0.073;-0.433;0.062;-0.375;0.062;-0.372;0.064
1911;9;-0.491;0.136;-0.394;0.072;-0.429;0.062;-0.375;0.062;-0.372;0.064
1911;10;-0.256;0.111;-0.367;0.071;-0.425;0.062;-0.377;0.062;-0.371;0.064
1911;11;-0.32;0.103;-0.343;0.071;-0.42;0.062;-0.378;0.061;-0.37;0.064
1911;12;-0.275;0.098;-0.319;0.071;-0.416;0.062;-0.384;0.061;-0.369;0.064
1912;1;-0.231;0.112;-0.321;0.072;-0.412;0.062;-0.386;0.061;-0.369;0.064
1912;2;-0.234;0.105;-0.331;0.073;-0.41;0.062;-0.387;0.061;-0.371;0.064
1912;3;-0.439;0.1;-0.346;0.073;-0.406;0.063;-0.39;0.061;-0.37;0.064
1912;4;-0.165;0.117;-0.378;0.073;-0.399;0.063;-0.392;0.061;-0.369;0.064
1912;5;-0.246;0.134;-0.393;0.074;-0.395;0.063;-0.392;0.061;-0.369;0.064
1912;6;-0.223;0.125;-0.412;0.076;-0.387;0.063;-0.392;0.06;-0.368;0.064
1912;7;-0.513;0.166;-0.437;0.076;-0.385;0.063;-0.391;0.06;-0.368;0.064
1912;8;-0.582;0.167;-0.46;0.076;-0.379;0.063;-0.391;0.06;-0.368;0.064
1912;9;-0.663;0.134;-0.461;0.076;-0.37;0.063;-0.39;0.06;-0.368;0.064
1912;10;-0.646;0.113;-0.475;0.077;-0.361;0.063;-0.392;0.06;-0.368;0.064
1912;11;-0.499;0.112;-0.489;0.076;-0.355;0.063;-0.392;0.06;-0.366;0.064
1912;12;-0.503;0.114;-0.51;0.076;-0.351;0.063;-0.394;0.06;-0.365;0.064
1913;1;-0.536;0.094;-0.503;0.075;-0.348;0.063;-0.395;0.06;-0.365;0.064
1913;2;-0.501;0.098;-0.484;0.074;-0.343;0.063;-0.397;0.06;-0.366;0.064
1913;3;-0.45;0.092;-0.463;0.074;-0.339;0.064;-0.396;0.06;-0.366;0.064
1913;4;-0.342;0.127;-0.438;0.073;-0.338;0.064;-0.396;0.061;-0.365;0.064
1913;5;-0.41;0.131;-0.422;0.072;-0.329;0.064;-0.397;0.061;-0.365;0.064
1913;6;-0.479;0.121;-0.381;0.07;-0.321;0.064;-0.398;0.061;-0.363;0.064
1913;7;-0.423;0.158;-0.336;0.071;-0.314;0.064;-0.398;0.061;-0.363;0.064
1913;8;-0.35;0.161;-0.315;0.07;-0.306;0.064;-0.397;0.061;-0.362;0.064
1913;9;-0.414;0.128;-0.305;0.071;-0.3;0.063;-0.396;0.061;-0.361;0.064
1913;10;-0.351;0.109;-0.302;0.07;-0.297;0.063;-0.392;0.061;-0.358;0.064
1913;11;-0.307;0.105;-0.286;0.071;-0.294;0.063;-0.388;0.062;-0.356;0.064
1913;12;-0.005;0.097;-0.265;0.072;-0.292;0.063;-0.386;0.062;-0.354;0.064
1914;1;-0.004;0.101;-0.255;0.074;-0.29;0.063;-0.381;0.062;-0.352;0.064
1914;2;-0.244;0.101;-0.243;0.074;-0.288;0.063;-0.379;0.062;-0.35;0.064
1914;3;-0.329;0.104;-0.23;0.075;-0.287;0.063;-0.376;0.062;-0.348;0.064
1914;4;-0.312;0.118;-0.202;0.076;-0.289;0.063;-0.372;0.062;-0.347;0.064
1914;5;-0.214;0.137;-0.192;0.076;-0.293;0.064;-0.37;0.062;-0.346;0.064
1914;6;-0.232;0.128;-0.194;0.078;-0.301;0.064;-0.368;0.062;-0.344;0.064
1914;7;-0.295;0.161;-0.214;0.079;-0.309;0.064;-0.367;0.062;-0.343;0.064
1914;8;-0.205;0.17;-0.204;0.08;-0.316;0.064;-0.366;0.063;-0.342;0.064
1914;9;-0.263;0.143;-0.178;0.08;-0.32;0.064;-0.365;0.063;-0.341;0.063
1914;10;-0.02;0.117;-0.144;0.081;-0.326;0.064;-0.364;0.063;-0.34;0.063
1914;11;-0.18;0.108;-0.125;0.08;-0.332;0.064;-0.365;0.063;-0.34;0.064
1914;12;-0.031;0.122;-0.122;0.081;-0.337;0.064;-0.364;0.063;-0.34;0.064
1915;1;-0.237;0.123;-0.114;0.081;-0.333;0.064;-0.362;0.063;-0.34;0.064
1915;2;-0.128;0.108;-0.107;0.081;-0.329;0.064;-0.361;0.063;-0.34;0.064
1915;3;-0.02;0.108;-0.103;0.081;-0.324;0.064;-0.357;0.063;-0.339;0.064
1915;4;0.092;0.123;-0.125;0.081;-0.321;0.064;-0.355;0.064;-0.339;0.064
1915;5;0.016;0.135;-0.121;0.081;-0.321;0.064;-0.354;0.064;-0.338;0.063
1915;6;-0.192;0.135;-0.141;0.08;-0.325;0.064;-0.353;0.064;-0.338;0.063
1915;7;-0.205;0.165;-0.138;0.08;-0.325;0.064;-0.351;0.064;-0.338;0.063
1915;8;-0.116;0.172;-0.142;0.08;-0.325;0.064;-0.35;0.064;-0.337;0.063
1915;9;-0.211;0.139;-0.163;0.079;-0.325;0.064;-0.348;0.064;-0.336;0.063
1915;10;-0.29;0.118;-0.198;0.079;-0.328;0.064;-0.346;0.064;-0.336;0.063
1915;11;-0.132;0.108;-0.227;0.079;-0.329;0.065;-0.343;0.065;-0.335;0.063
1915;12;-0.269;0.109;-0.243;0.079;-0.327;0.065;-0.341;0.065;-0.333;0.063
1916;1;-0.199;0.11;-0.255;0.079;-0.326;0.065;-0.337;0.065;-0.331;0.063
1916;2;-0.179;0.099;-0.276;0.078;-0.327;0.066;-0.333;0.065;-0.329;0.063
1916;3;-0.269;0.102;-0.292;0.078;-0.323;0.066;-0.33;0.065;-0.328;0.063
1916;4;-0.328;0.123;-0.3;0.079;-0.318;0.066;-0.328;0.065;-0.329;0.063
1916;5;-0.328;0.134;-0.335;0.08;-0.316;0.066;-0.327;0.065;-0.328;0.063
1916;6;-0.387;0.128;-0.379;0.079;-0.321;0.067;-0.323;0.065;-0.328;0.063
1916;7;-0.357;0.161;-0.42;0.079;-0.324;0.067;-0.321;0.065;-0.327;0.063
1916;8;-0.363;0.169;-0.461;0.079;-0.324;0.067;-0.319;0.065;-0.327;0.063
1916;9;-0.402;0.147;-0.496;0.08;-0.323;0.068;-0.316;0.065;-0.326;0.063
1916;10;-0.39;0.127;-0.512;0.08;-0.319;0.068;-0.315;0.065;-0.325;0.063
1916;11;-0.545;0.116;-0.533;0.08;-0.32;0.068;-0.313;0.066;-0.323;0.063
1916;12;-0.807;0.114;-0.542;0.081;-0.321;0.068;-0.312;0.066;-0.324;0.063
1917;1;-0.681;0.121;-0.537;0.081;-0.322;0.069;-0.312;0.066;-0.323;0.063
1917;2;-0.674;0.117;-0.534;0.081;-0.323;0.069;-0.313;0.066;-0.321;0.063
1917;3;-0.687;0.107;-0.531;0.082;-0.324;0.069;-0.311;0.066;-0.322;0.063
1917;4;-0.52;0.124;-0.541;0.082;-0.329;0.069;-0.31;0.066;-0.321;0.063
1917;5;-0.582;0.137;-0.536;0.082;-0.335;0.069;-0.311;0.066;-0.32;0.063
1917;6;-0.5;0.131;-0.53;0.082;-0.341;0.069;-0.312;0.066;-0.319;0.063
1917;7;-0.296;0.16;-0.518;0.082;-0.34;0.069;-0.309;0.066;-0.318;0.063
1917;8;-0.322;0.173;-0.505;0.081;-0.344;0.069;-0.308;0.066;-0.317;0.063
1917;9;-0.373;0.143;-0.483;0.081;-0.345;0.07;-0.305;0.066;-0.316;0.063
1917;10;-0.508;0.123;-0.482;0.081;-0.349;0.07;-0.303;0.066;-0.314;0.063
1917;11;-0.483;0.115;-0.472;0.082;-0.353;0.07;-0.301;0.066;-0.312;0.063
1917;12;-0.736;0.109;-0.462;0.082;-0.354;0.07;-0.298;0.066;-0.311;0.063
1918;1;-0.541;0.112;-0.468;0.083;-0.355;0.071;-0.296;0.066;-0.309;0.063
1918;2;-0.516;0.105;-0.474;0.083;-0.357;0.071;-0.295;0.066;-0.308;0.063
1918;3;-0.415;0.105;-0.461;0.083;-0.357;0.071;-0.294;0.066;-0.307;0.063
1918;4;-0.506;0.132;-0.421;0.084;-0.355;0.071;-0.294;0.066;-0.305;0.063
1918;5;-0.473;0.143;-0.398;0.085;-0.357;0.071;-0.293;0.067;-0.305;0.063
1918;6;-0.377;0.135;-0.361;0.086;-0.361;0.071;-0.29;0.067;-0.305;0.063
1918;7;-0.361;0.164;-0.332;0.087;-0.36;0.071;-0.29;0.067;-0.305;0.063
1918;8;-0.393;0.171;-0.308;0.089;-0.36;0.072;-0.29;0.067;-0.304;0.063
1918;9;-0.217;0.14;-0.295;0.09;-0.36;0.072;-0.289;0.067;-0.303;0.063
1918;10;-0.037;0.127;-0.262;0.09;-0.359;0.072;-0.287;0.067;-0.302;0.063
1918;11;-0.202;0.122;-0.241;0.091;-0.359;0.072;-0.284;0.067;-0.299;0.063
1918;12;-0.288;0.131;-0.237;0.092;-0.355;0.073;-0.284;0.067;-0.298;0.063
1919;1;-0.203;0.13;-0.233;0.093;-0.351;0.073;-0.286;0.067;-0.296;0.064
1919;2;-0.22;0.119;-0.224;0.094;-0.35;0.073;-0.286;0.067;-0.296;0.064
